"Timestamp","Team Number","Match Type","Match Number","What did the robot do during autonomous?","Starting Position","Comments","Rate this robot's autonomous:","Cubes placed in Exchange Zone (EZ)","Cubes placed in Switch","Cubes placed in Scale","Which of these things did the robot do?","Rate the Cycle Time","Rate the Driving Ability","What did the robot do in endgame?","What was the robot's primary function?","What was the team's result?","How many points did the team's alliance score?","How many points did the other alliance score?","General Comments"
"2018/03/01 6:33:07 PM EST","4362","Practice","39","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","very good and accurate","4","0","1","4","Pick cube off the floor;Get cube from the portal","3","3","Platform","Offense","Win","431","210","Very quick and accurate with scale (and switch)"
"2018/03/01 6:40:58 PM EST","379","Practice","40","Cross Baseline","Right","","3","1","5","2","Pick cube off the floor","3","3","Successful Climb","Offense","Win","332","96","Lift 2 other robots too"
"2018/03/01 6:41:02 PM EST","451","Practice","40","Nothing - attempted auto and failed (explain below)","Left","Missed the switch","2","0","2","0","Pick cube off the floor","1","2","Platform","Offense","Loss","96","322","Struggled to get cubes AND put them in switch"
"2018/03/01 6:41:05 PM EST","3844","Practice","40","Nothing - attempted auto and failed (explain below)","Middle","didn't go far enough","2","0","0","2","Get cube from the portal","2","3","Platform","Offense","Loss","96","332","Very speedy but not super accurate with scale"
"2018/03/01 6:41:19 PM EST","291","Practice","40","Cross Baseline","Left","","2","5","1","1","Pick cube off the floor","2","2","Platform","Offense","Win","332","92","Lift by other robot not precise at grabbing cube"
"2018/03/01 6:41:34 PM EST","5740","Practice","40","Cross Baseline","Right","","3","4","5","0","Pick cube off the floor;Get cube from the portal","3","3","Platform","Offense","Loss","96","322","Very fast tunes but bad strategy- why put cubes in a switch with 5 on your side already?"
"2018/03/01 6:41:38 PM EST","337","Practice","40","Cross Baseline","Middle","Tried to put cube onto switch","2","0","3","0","Get cube from the portal","2","2","Successful Climb","Defense","Win","332","96","Tried to put cube onto scale but it fell off the other cubes in there"
"2018/03/01 6:48:40 PM EST","4284","Practice","41","Cross Baseline","Left","Attempted cube in switch","3","0","0","1","Pick cube off the floor","1","2","Platform","Offense","Loss","190","313",""
"2018/03/01 6:48:45 PM EST","144","Practice","144","Nothing - robot did not move","Right","","1","0","3","0","Pick cube off the floor;Get cube from the portal","2","2","Attempted Climb","Offense","Loss","190","313",""
"2018/03/01 6:48:46 PM EST","2172","Practice","41","Nothing - robot did not move","Left","","1","3","0","0","Pick cube off the floor","1","1","Attempted Climb","Offense","Win","313","190",""
"2018/03/01 6:49:03 PM EST","3940","Practice","41","Nothing - robot did not move","Middle","collector motors spun with no cube","1","0","0","4","Pick cube off the floor","3","2","Platform","Offense","Loss","190","313","some trouble holding onto cubes"
"2018/03/01 6:49:06 PM EST","234","Practice","41","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","0","4","Pick cube off the floor","2","2","Attempted Climb","Offense","Win","313","190","Good at putting cube on scale "
"2018/03/01 6:49:23 PM EST","2603","Practice","41","Nothing - robot did not move","Right","","1","0","0","0","Neither","1","1","Neither","Both","Win","313","190","I believe connection issues but it did nothing  "
"2018/03/02 8:47:41 AM EST","4284","Practice","1","Cross Baseline","Middle","Shaking","3","0","0","0","Neither","1","1","Neither","Defense","Win","280","15",""
"2018/03/02 9:05:50 AM EST","3484","Qualification","1","Nothing - attempted auto and failed (explain below);Cross Baseline","Left","","3","0","2","0","Pick cube off the floor","1","1","Attempted Climb","Both","Loss","274","446","Dropped cubes a lot. Cube got stuck in robot in auto. Robot got stuck on scale and got most of the 125 penalty points. "
"2018/03/02 9:06:09 AM EST","279","Qualification","1","Cross Baseline","Middle","","2","0","0","2","Pick cube off the floor","1","2","Platform","Offense","Loss","274","446","team missed scale twice"
"2018/03/02 9:06:28 AM EST","3492","Qualification","1","Cross Baseline","Right","","2","5","1","0","Pick cube off the floor","2","2","Neither","Offense","Loss","274","446","Attempted to get on platform.  SAVED THE ROBOT THAT WAS STUCK UNDER SCALE AKA THEYRE THE TRUE MVP"
"2018/03/02 9:06:45 AM EST","4028","Qualification","1","Put Cube(s) in Scale (if multiple specify below);2","Left","2 cubes in auto","5","2","0","3","Pick cube off the floor;Get cube from the portal","2","2","Platform","Offense","Win","446","274",""
"2018/03/02 9:06:47 AM EST","3138","Qualification","1","Nothing - robot did not move","Right","Difficult time grabbing Cubes.","1","3","0","0","Neither","2","2","Platform","Offense","Win","446","274","The robots collecter didn’t work. It had to shove the cubes into the exchange. "
"2018/03/02 9:07:11 AM EST","3260","Qualification","1","Nothing - attempted auto and failed (explain below);Cross Baseline;Drove up to the switch but couldn’t place the cube","Middle","","2","0","2","0","Pick cube off the floor","1","2","Platform","Defense","Win","446","225","They got a tech found for touching an opponent in their neutral zone"
"2018/03/02 9:17:09 AM EST","2252","Qualification","2","Cross Baseline","Middle","","2","3","1","0","Pick cube off the floor;Get cube from the portal","2","2","Platform","Offense","Loss","182","419","attempted switch multiple times but was unsuccessful"
"2018/03/02 9:17:12 AM EST","868","Qualification","2","Cross Baseline","Right","","2","0","0","3","Pick cube off the floor","2","2","Neither","Offense","Loss","182","419","Tried to get platform but the other team flowered but couldn’t climb so they blocked them"
"2018/03/02 9:17:13 AM EST","4521","Qualification","2","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","0","0","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","419","182","They have a slow collector. They assisted another robot in a climb!"
"2018/03/02 9:17:27 AM EST","5740","Qualification","2","Cross Baseline","Left","","2","0","4","0","Get cube from the portal","2","2","Neither","Offense","Win","419","182","Lost connection "
"2018/03/02 9:17:29 AM EST","247","Qualification","2","Cross Baseline","Right","Moved very slowly","3","0","0","3","Pick cube off the floor","2","2","Successful Climb","Both","Win","419","182","Was lifted by another robot. Slow collectors but very speedy placement. "
"2018/03/02 9:18:00 AM EST","4467","Qualification","2","Nothing - attempted auto and failed (explain below)","Left","Spewed our cube but never moved","1","0","0","0","Neither","1","1","Neither","Both","Loss","182","419","Some kind of tech the robot didn’t move at all after it spit out the cube on the ground in auto. "
"2018/03/02 9:25:45 AM EST","302","Qualification","3","Nothing - attempted auto and failed (explain below)","Middle","Didn’t cross baseline","2","0","1","4","Pick cube off the floor","3","2","Platform","Offense","Win","312","292","Very good at delicately place if cubes. Can adjust position on where it places them. "
"2018/03/02 9:25:51 AM EST","3010","Qualification","3","Cross Baseline","Left","","2","8","2","0","Pick cube off the floor","2","2","Platform","Offense","Win","312","292","Super duper tippy for being short. Did the wobble back and forth."
"2018/03/02 9:26:02 AM EST","291","Qualification","3","Put Cube(s) in Switch (if multiple specify below)","Right","","4","0","2","2","Pick cube off the floor","3","2","Platform","Offense","Loss","292","312","The robot shot like 3 more cubes into the scale but they fell off. "
"2018/03/02 9:26:09 AM EST","4611","Qualification","3","Cross Baseline","Right","","2","0","1","3","Pick cube off the floor","2","2","Successful Climb","Offense","Loss","292","312",""
"2018/03/02 9:26:32 AM EST","4121","Qualification","3","Cross Baseline","Left","","2","3","0","0","Pick cube off the floor","2","2","Platform","Offense","Loss","292","312","Slow to pick cubes off of the stack. Struggled to get cube into the EZ exchange. They were dropping cubes into the EZ the entire time and only got 4"
"2018/03/02 9:26:52 AM EST","554","Qualification","3","Cross Baseline;Put Cube(s) in Scale (if multiple specify below)","Right","One cube in scale","2","0","1","0","Pick cube off the floor","1","2","Platform","Offense","Win","312","292","robot looked kinda confused but moved fast"
"2018/03/02 9:32:22 AM EST","5811","Qualification","4","Put Cube(s) in Switch (if multiple specify below)","Right","","3","0","6","0","Pick cube off the floor;Get cube from the portal","3","2","Platform","Offense","Win","358","148",""
"2018/03/02 9:32:39 AM EST","234","Qualification","4","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","1","2","Pick cube off the floor","1","1","Neither","Offense","Loss","148","358","Terrible collector. Dropped cubes at least a dozen times. Very tippy. Robot tipped over because it was driving at full height. "
"2018/03/02 9:32:43 AM EST","6460","Qualification","4","Cross Baseline","Left","Very fast","2","1","0","0","Pick cube off the floor","1","1","Neither","Offense","Loss","148","358","Attempted platform and tried to help fallen robot "
"2018/03/02 9:33:09 AM EST","3777","Qualification","4","Cross Baseline","Right","","2","0","2","0","Get cube from the portal","2","2","Successful Climb","Offense","Loss","148","358","Good at climbing"
"2018/03/02 9:33:13 AM EST","379","Qualification","4","Put Cube(s) in Switch (if multiple specify below)","Right","Very fast and efficient ","4","1","1","4","Pick cube off the floor","3","3","Successful Climb","Offense","Win","358","148","Lifted two cubes up to the scale that fell off.  Overall fast performance. "
"2018/03/02 9:33:49 AM EST","3201","Qualification","4","Cross Baseline","Left","","2","1","1","0","Pick cube off the floor","1","1","Platform","Offense","Win","358","148","Their collector for cubes off the ground is unreliable. Often takes them a long time. Also it broke during the match. Robot was easily pushed by a red defense bot. "
"2018/03/02 10:03:16 AM EST","63","Qualification","5","Cross Baseline","Left","","3","0","1","0","Pick cube off the floor","1","1","Successful Climb","Both","Loss","208","286","Slow. Collector was wimpy. Wasn’t tall enough to reach scale but tried anyway. "
"2018/03/02 10:05:50 AM EST","337","Qualification","5","Put Cube(s) in Switch (if multiple specify below)","Left","Fast","2","0","2","0","Pick cube off the floor","2","2","Successful Climb","Offense","Win","297","243","Mecanum drive. It goes fast but they had some trouble moving during the match."
"2018/03/02 10:05:51 AM EST","3505","Qualification","5","Cross Baseline","Left","","2","2","0","0","Neither","1","1","Platform","Offense","Win","297","243","Lift was stuck "
"2018/03/02 10:06:05 AM EST","1466","Qualification","5","Put Cube(s) in Scale (if multiple specify below)","Right","Very fast","4","0","1","1","Pick cube off the floor","2","2","Platform","Both","Win","297","243","Got stuck onto another robot. Pretty poor match. Got a yellow card for getting caught on the frame. "
"2018/03/02 10:06:08 AM EST","2399","Qualification","5","Cross Baseline","Right","","3","0","4","0","Pick cube off the floor","2","2","Platform","Offense","Loss","243","297","Was heavily defended against and robot got caught in it"
"2018/03/02 10:06:17 AM EST","5413","Qualification","5","Nothing - robot did not move","Right","","1","5","1","0","Pick cube off the floor","2","2","Neither","Offense","Loss","243","297","No "
"2018/03/02 10:12:55 AM EST","3940","Qualification","6","Cross Baseline","Left","","3","0","0","0","Neither","2","1","Platform","Defense","Win","386","268","Played defense the whole time because the collector didn’t work. Mediocre driving. "
"2018/03/02 10:12:56 AM EST","4283","Qualification","6","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Right","Moved slowly but very efficient ","4","4","0","0","Neither","2","2","Attempted Climb","Offense","Loss","268","386","Collectors were very poor. Very good at EZ thought. "
"2018/03/02 10:12:58 AM EST","4085","Qualification","6","Cross Baseline","Left","","2","0","1","3","Pick cube off the floor","2","2","Platform","Offense","Loss","268","386",""
"2018/03/02 10:13:01 AM EST","3266","Qualification","6","Cross Baseline","Middle","","2","5","1","0","Pick cube off the floor","2","3","Platform","Offense","Win","386","268","Robot was very efficient in collecting power cubes"
"2018/03/02 10:13:02 AM EST","4145","Qualification","6","Cross Baseline","Right","","2","0","2","4","Pick cube off the floor","2","2","Successful Climb","Offense","Win","386","268","Not really tippy at all like dang but fast climber"
"2018/03/02 10:13:06 AM EST","2172","Qualification","6","Cross Baseline","Right","","3","4","0","0","Pick cube off the floor","2","2","Platform","Both","Loss","268","386","Has climbing ability but another bot took up the bar space"
"2018/03/02 10:22:22 AM EST","3324","Qualification","7","Went across field ","Right","","1","0","1","0","Pick cube off the floor","2","1","Neither","Offense","Loss","232","237","lost connection "
"2018/03/02 10:22:29 AM EST","6084","Qualification","7","Nothing - robot did not move","Right","","1","0","0","0","Neither","1","1","Neither","Defense","Win","237","232","robot did not move and drivers made no attempt to drive the robot"
"2018/03/02 10:22:50 AM EST","5492","Qualification","7","Cross Baseline","Right","Just drove","3","5","0","0","Pick cube off the floor","3","2","Platform","Offense","Loss","232","237","Pretty efficient. Alliance robot wasn’t working so impressive for only two robots working. "
"2018/03/02 10:23:00 AM EST","1038","Qualification","7","Nothing - attempted auto and failed (explain below)","Middle","Moved forward but crashed into pile of cubes","2","0","0","6","Pick cube off the floor","3","3","Platform","Offense","Loss","232","237","In scale battle against one robot from the red alliance.  Only misplaced 1 cube on scale"
"2018/03/02 10:23:10 AM EST","4362","Qualification","7","Cross Baseline","Middle","","3","0","0","7","Pick cube off the floor","3","3","Platform","Offense","Win","237","232","Fantastic. Efficient. Was tall enough to stack multiple cubes on top of each other on the scale. Nearly one the single handedly. "
"2018/03/02 10:23:15 AM EST","6927","Qualification","7","Cross Baseline","Left","","2","0","1","0","Neither","1","2","Neither","Offense","Win","237","232","Pretty wobbly and was trying to pick up cubes from the floor but could not actually grab them"
"2018/03/02 10:30:12 AM EST","5667","Qualification","8","Nothing - robot did not move","Right","Did nothing","1","0","0","0","Neither","1","1","Neither","Offense","Loss","302","519","The robot did not move for the entire match. "
"2018/03/02 10:30:17 AM EST","1014","Qualification","8","Cross Baseline","Right","","2","0","0","2","Pick cube off the floor","1","1","Neither","Offense","Loss","302","519","stuck on scale and climber fell off"
"2018/03/02 10:30:23 AM EST","3397","Qualification","8","carries cube to stack","Middle","","2","3","1","0","Pick cube off the floor;Get cube from the portal","2","2","Platform","Offense","Win","519","302","robot had multiple failed switch attempts"
"2018/03/02 10:30:36 AM EST","48","Qualification","8","Put Cube(s) in Switch (if multiple specify below)","Middle","Was going to get two cubes into switch but missed picking a cube up from the stack","4","3","2","1","Pick cube off the floor","3","3","Neither","Both","Loss","302","519","Other robots in alliance were not playing and committing fouls. Big robot with ramps that I’m guessing can lift two other bots to climb"
"2018/03/02 10:30:50 AM EST","6936","Qualification","8","Cross Baseline","Right","","2","1","0","0","Pick cube off the floor","2","2","Neither","Offense","Win","519","302","Almost got a cube on the scale"
"2018/03/02 10:31:41 AM EST","6834","Qualification","8","Cross Baseline","Middle","","2","3","0","0","Pick cube off the floor","2","2","Platform","Offense","Win","519","302","Had a hard time getting cubes from the floor and couldn’t lift cubes "
"2018/03/02 10:37:49 AM EST","6765","Qualification","9","Cross Baseline","Left","","2","0","1","0","Get cube from the portal","2","2","Neither","Offense","Win","184","0","Only thing it can do is take cubes from the portal and put in switch"
"2018/03/02 10:39:06 AM EST","3844","Qualification","9","Cross Baseline","Right","","2","0","1","0","Get cube from the portal","1","1","Neither","Offense","Win","214","184",""
"2018/03/02 10:39:07 AM EST","4284","Qualification","9","Nothing - robot did not move","Left","","1","0","0","1","Neither","1","1","Neither","Both","Win","214","184","Very slow...got stuck on scale for 30 sec...struggled to put cube in scale"
"2018/03/02 10:39:33 AM EST","6032","Qualification","9","Nothing - robot did not move","Right","","1","5","0","0","Pick cube off the floor","2","1","Neither","Offense","Loss","184","214","They had trouble collecting cubes and aligning to EZ"
"2018/03/02 10:39:51 AM EST","451","Qualification","9","Nothing - attempted auto and failed (explain below)","Middle","robot attempted to place cube in switch but failed","1","0","1","0","Pick cube off the floor;Get cube from the portal","2","2","Platform","Offense","Loss","184","213","robot did not do too much"
"2018/03/02 10:40:14 AM EST","2603","Qualification","9","Nothing - robot did not move","Middle","Dropped cube at the start of auto","1","0","1","0","Pick cube off the floor","1","2","Neither","Offense","Win","214","184","Slow. Collector does not have wheels. Dropped a cube when trying to get it into switch. "
"2018/03/02 10:45:23 AM EST","1559","Qualification","10","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","Fast","4","0","0","0","Neither","1","1","Platform","Both","Win","349","226","I think their lift broke at the beginning of the match. Played defense for the rest but didn’t really do much"
"2018/03/02 10:45:24 AM EST","3193","Qualification","10","Cross Baseline","Middle","Ranking point","2","0","0","4","Pick cube off the floor","2","2","Platform","Offense","Win","349","226",""
"2018/03/02 10:45:36 AM EST","677","Qualification","10","Cross Baseline","Right","Dropped cube","3","3","2","0","Pick cube off the floor","2","2","Neither","Offense","Win","349","226","Good at pushing into EZ with butt. Bad control of cubes when putting in switch"
"2018/03/02 10:45:39 AM EST","1675","Qualification","10","Cross Baseline","Middle","","2","2","3","0","Pick cube off the floor","2","2","Platform","Offense","Loss","226","349","They have wings that drop down so the two other robots can climb%. It probably would have climbed but another robot stopped it"
"2018/03/02 10:45:43 AM EST","128","Qualification","10","Nothing - attempted auto and failed (explain below)","Left","Barely moved","1","0","0","2","Pick cube off the floor","1","1","Neither","Offense","Loss","226","349","Their driving was really jerky and slow. tried and failed to get to the platform"
"2018/03/02 10:45:43 AM EST","114","Qualification","10","Cross Baseline","Right","","2","0","0","0","Pick cube off the floor","1","2","Platform","Offense","Loss","226","349","robot stopped working at one point but did have a successful climb by driving into another robot Platform"
"2018/03/02 10:52:01 AM EST","554","Qualification","11","Cross Baseline;Put Cube(s) in Scale (if multiple specify below)","Left","","4","0","4","1","Pick cube off the floor","3","2","Platform","Offense","Win","419","34","Kind of shaky"
"2018/03/02 10:52:04 AM EST","3492","Qualification","11","Cross Baseline","Left","","2","3","1","0","Pick cube off the floor","3","2","Neither","Offense","Loss","34","419","just did EZ the whole time"
"2018/03/02 10:52:05 AM EST","3492","Qualification","11","Cross Baseline","Left","","2","3","1","0","Pick cube off the floor","2","2","Neither","Offense","Loss","34","419",""
"2018/03/02 10:52:28 AM EST","868","Qualification","11","Cross Baseline","Right","","2","8","0","0","Pick cube off the floor","3","2","Platform","Offense","Win","419","34","Good collector "
"2018/03/02 10:52:31 AM EST","234","Qualification","11","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","Fast","4","0","1","4","Pick cube off the floor","2","2","Successful Climb","Offense","Win","419","34","Placed cubes onto scale but kept knocking its own cubes off of the scale. Knocked 2 cubes off. "
"2018/03/02 10:52:46 AM EST","4283","Qualification","11","Nothing - attempted auto and failed (explain below)","Middle","Moved a few feet","1","0","0","0","Neither","1","1","Neither","Defense","Loss","34","419","Seemed to be stuck or disabled the entire teleop and endgame "
"2018/03/02 11:01:40 AM EST","3138","Qualification","12","Cross Baseline","Left","","2","2","1","0","Pick cube off the floor","2","2","Platform","Offense","Loss","117","346",""
"2018/03/02 11:01:40 AM EST","4085","Qualification","12","Cross Baseline","Right","Tried to do scale but very short","2","0","3","2","Pick cube off the floor","2","2","Platform","Offense","Win","346","117",""
"2018/03/02 11:01:44 AM EST","247","Qualification","12","Cross Baseline","Middle","","2","0","0","3","Pick cube off the floor","1","2","Platform","Offense","Loss","117","346","Seemed very unstable and drove slowly"
"2018/03/02 11:01:45 AM EST","5413","Qualification","12","Cross Baseline","Left","","3","1","1","3","Pick cube off the floor","2","2","Platform","Offense","Win","346","117","Not accurate with scale"
"2018/03/02 11:01:47 AM EST","3201","Qualification","11","Cross Baseline","Right","","2","1","1","0","Pick cube off the floor","2","2","Attempted Climb","Offense","Loss","117","346","robot could not hook to the climbing rung"
"2018/03/02 11:02:08 AM EST","4611","Qualification","12","Nothing - attempted auto and failed (explain below)","Middle","Moved forward but block or cubes prevented them from crossing baseline ","3","0","2","3","Pick cube off the floor","2","2","Successful Climb","Offense","Win","346","117","Knocked 2 cubes off of the scale when placing cubes. "
"2018/03/02 11:14:35 AM EST","3266","Qualification","13","Cross Baseline","Right","Dropped cube ","2","6","0","0","Pick cube off the floor","2","2","Platform","Offense","Loss","236","205",""
"2018/03/02 11:14:54 AM EST","1038","Qualification","13","Cross Baseline","Right","","2","2","0","1","Pick cube off the floor","2","2","Neither","Offense","Win","236","195","Missed the scale a few times"
"2018/03/02 11:14:56 AM EST","48","Qualification","13","Cross Baseline","Right","","2","0","0","0","Neither","1","1","Neither","Offense","Win","236","195","Just sat there"
"2018/03/02 11:15:01 AM EST","5811","Qualification","13","Nothing - robot did not move","Middle","","1","0","6","0","Pick cube off the floor","2","2","Platform","Both","Loss","205","236","Fast robot but not very accurate (driving)"
"2018/03/02 11:15:17 AM EST","63","Qualification","13","Cross Baseline","Left","","3","0","2","0","Pick cube off the floor","1","1","Attempted Climb","Offense","Loss","205","236","Lift doesn’t go very high and can’t reach scale when tipped up. Wasn’t good at holding onto cubes"
"2018/03/02 11:16:08 AM EST","4362","Qualification","13","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","1 cube in switch","4","0","4","2","Pick cube off the floor","2","3","Platform","Offense","Win","236","205","Very fast and good driver with a very stable lift"
"2018/03/02 11:21:14 AM EST","2172","Qualification","14","Cross Baseline","Right","","2","0","2","1","Pick cube off the floor","1","2","Successful Climb","Offense","Win","206","146","Very slow lift and weak collector clamp. Climbed well"
"2018/03/02 11:21:20 AM EST","6936","Qualification","14","Nothing - attempted auto and failed (explain below)","Middle","Attempted switch ","2","1","1","1","Pick cube off the floor","2","2","Platform","Offense","Win","206","146","robot was versatile among tasks. Attempted scale and failed once"
"2018/03/02 11:21:22 AM EST","6084","Qualification","14","Cross Baseline","Left","","2","0","0","0","Neither","2","1","Neither","Offense","Win","206","146","Doesn’t have a lift or any way to get cubes literally just has wheels"
"2018/03/02 11:21:36 AM EST","337","Qualification","14","Nothing - attempted auto and failed (explain below)","Right","Tried to go from right to left switch but missed","3","0","4","0","Get cube from the portal","2","2","Neither","Defense","Loss","206","146","Put cubes in other teams switch to stop them from scoring"
"2018/03/02 11:22:16 AM EST","2252","Qualification","14","Nothing - attempted auto and failed (explain below)","Middle","Cube pile in way","2","2","1","0","Pick cube off the floor","1","2","Attempted Climb","Offense","Loss","146","206","I think lift/collector broke halfway through. Used robot chassis to nudge cubes into EZ. Attempted to climb and lift another robot with it but it was misaligned and did not have enough time to adjust. "
"2018/03/02 11:22:55 AM EST","4284","Qualification","14","Cross Baseline","Left","","3","0","0","1","Pick cube off the floor","1","1","Neither","Both","Loss","146","206","Something went wrong with the pistons on the lift so it stopped working half way through. Collector was very inefficient. The drive team wore kilts though. Only people with extreme self confidence will wear kilts. Good for them. "
"2018/03/02 11:28:49 AM EST","1559","Qualification","15","Cross Baseline","Left","","2","0","0","0","Pick cube off the floor;Get cube from the portal","3","2","Attempted Climb","Offense","Win","372","250","Close to getting a cube on the scale"
"2018/03/02 11:28:51 AM EST","4521","Qualification","15","Put Cube(s) in Switch (if multiple specify below)","Right","","3","0","0","1","Pick cube off the floor","1","1","Successful Climb","Offense","Loss","372","250","Helped one robot climb as well other one fell off"
"2018/03/02 11:28:53 AM EST","3940","Qualification","15","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Right","","3","0","0","1","Pick cube off the floor","2","2","Platform","Offense","Win","372","250","had multiple failed scale attempt"
"2018/03/02 11:29:00 AM EST","2399","Qualification","15","Cross Baseline","Middle","","2","7","0","0","Pick cube off the floor","2","2","Neither","Offense","Win","374","250","Very efficient at placing cubes in EZ but sometimes had trouble collecting it from the floor"
"2018/03/02 11:29:18 AM EST","6765","Qualification","15","Cross Baseline","Left","","2","0","2","0","Get cube from the portal","1","2","Platform","Offense","Loss","250","372","Struggled to get cubes from the portal. Placement had to be very accurate. Fell off the platform of the lifter robot on the climb. "
"2018/03/02 11:30:34 AM EST","4121","Qualification","15","Nothing - attempted auto and failed (explain below)","Left","","2","3","0","0","Pick cube off the floor","1","1","Platform","Offense","Loss","250","372","Slow tippy robot. Overall mediocre performance. "
"2018/03/02 11:38:40 AM EST","6460","Qualification","16","Nothing - robot did not move","Left","","1","3","0","0","Neither","1","2","Attempted Climb","Offense","Win","388","203","Seemed to have a broken collector and lift. Tried to climb but were too late and wobbled a lot"
"2018/03/02 11:38:45 AM EST","3260","Qualification","16","Cross Baseline","Right","Could not put cube in","2","0","1","5","Pick cube off the floor","3","2","Attempted Climb","Offense","Loss","203","388","Good at scale slow climbing "
"2018/03/02 11:38:56 AM EST","3193","Qualification","16","Nothing - robot did not move","Right","","1","0","0","2","Pick cube off the floor","2","2","Platform","Offense","Win","388","203","had multiple failed attempts at scale"
"2018/03/02 11:38:57 AM EST","6460","Qualification","16","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","5","0","5","Pick cube off the floor","3","3","Platform","Offense","Win","388","203","Very productive robot"
"2018/03/02 11:39:33 AM EST","451","Qualification","16","Cross Baseline","Right","","3","3","0","0","Neither","1","1","Platform","Offense","Loss","203","388","Both collector and lift were broken. Sort of batted around cubes and got a couple into the EZ. Would not recommend. "
"2018/03/02 11:39:51 AM EST","5492","Qualification","16","Nothing - robot did not move","Left","","1","1","0","0","Neither","1","1","Neither","Offense","Loss","203","388","Disabled for the first half of the match. Lift and collector seemed to be broken. Nudging cubes into the EZ"
"2018/03/02 11:47:12 AM EST","144","Qualification","17","Cross Baseline","Left","","2","4","1","0","Pick cube off the floor","2","2","Platform","Offense","Loss","291","341",""
"2018/03/02 11:47:21 AM EST","4028","Qualification","17","Put Cube(s) in Switch (if multiple specify below)","Middle","1 cube in switch","3","0","0","6","Pick cube off the floor","3","3","Successful Climb","Offense","Loss","291","341","Fantastic driving and lift. Climbed quickly. Had occasional trouble collecting and wobbled on the platform but was very efficient "
"2018/03/02 11:47:22 AM EST","3777","Qualification","17","Cross Baseline","Middle","Cube ended up on edge of switch","2","0","2","0","Get cube from the portal","1","2","Successful Climb","Both","Win","341","291","Not very fast"
"2018/03/02 11:47:24 AM EST","677","Qualification","17","Cross Baseline","Right","","2","0","0","0","Neither","2","3","Platform","Offense","Loss","291","301","robot drove around well but didn’t perform tasks"
"2018/03/02 11:47:45 AM EST","6834","Qualification","17","Cross Baseline","Right","Did not start with cube","2","0","0","0","Pick cube off the floor","1","2","Platform","Both","Win","331","291","Collector was very ineffective...they tried pushing blocks to help their alliance"
"2018/03/02 11:47:55 AM EST","302","Qualification","17","Cross Baseline;Put Cube(s) in Scale (if multiple specify below)","Left","","4","0","0","4","Pick cube off the floor","2","2","Neither","Offense","Win","311","291","Decent effort. A little wobbly. Pretty efficient. Drive team has super aggressive looking mentor man on it. I don’t know about that. "
"2018/03/02 11:54:34 AM EST","5740","Qualification","18","Cross Baseline","Middle","","2","0","6","0","Get cube from the portal","3","3","Platform","Offense","Win","419","59","Got 5cubes in switch before 70second marker; very productive but froze later in the match and couldn’t get more%really good robot"
"2018/03/02 11:54:47 AM EST","279","Qualification","18","Nothing - attempted auto and failed (explain below)","Middle","Would have crossed line and gotten cube in switch but was block by another robot that started on right","2","0","0","1","Pick cube off the floor","1","1","Platform","Offense","Loss","59","454","Slow. Kept picking up cubes to put on scale but either missed or dropped cube. "
"2018/03/02 11:54:47 AM EST","1675","Qualification","18","Cross Baseline","Left","","2","5","1","0","Pick cube off the floor","2","2","Platform","Offense","Win","454","59","Wings lifted another robot in endgame without climbing themselves. Seemed a bit unstable with its collector mechanism and had some trouble with that"
"2018/03/02 11:54:53 AM EST","1014","Qualification","18","Cross Baseline;Put Cube(s) in Scale (if multiple specify below)","Right","","4","0","0","3","Pick cube off the floor","3","2","Platform","Offense","Win","454","59","robot missed a few on scale but very good"
"2018/03/02 11:55:25 AM EST","3324","Qualification","18","Nothing - attempted auto and failed (explain below)","Left","","2","0","4","0","Pick cube off the floor","1","1","Neither","Both","Loss","59","454","Bad collector and failed to line up well repeatedly"
"2018/03/02 12:02:56 PM EST","3484","Qualification","19","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Right","","3","1","3","0","Pick cube off the floor","2","2","Successful Climb","Offense","Win","288","261","Tippy"
"2018/03/02 12:03:01 PM EST","1377","Qualification","19","Cross Baseline","Left","","2","0","2","2","Pick cube off the floor","2","2","Platform","Offense","Loss","261","288",""
"2018/03/02 12:03:02 PM EST","1466","Qualification","19","Cross Baseline","Middle","","2","1","0","0","Pick cube off the floor","2","2","Platform","Offense","Win","288","261",""
"2018/03/02 12:03:07 PM EST","2603","Qualification","19","Cross Baseline","Left","","2","1","0","1","Neither","1","1","Neither","Offense","Win","288","261","Couldn’t really get cubes after being preloaded "
