"Timestamp","Team Number","Match Type","Match Number","Starting Position","Which side of the field was their SWITCH plate on?","Which side of the field was their SCALE plate on?","Did the robot cross the baseline?","How many cubes did the robot put in the SWITCH","How many cubes did the robot put in the SCALE","Comments","Cubes placed in Exchange Zone (EZ)","Cubes placed in Switch","Cubes placed in Scale","Failed Cube Attempts (in EZ, Switch, or Scale)","Where does the robot get cubes from?","What did the robot do in endgame?","How many OTHER robots did it lift?","Which part of the bar did the robot climb / attempt to climb on?","General Comments","What was the team's result?","Would this robot be a good alliance partner?"
"2018/04/26 11:11:38 AM AST","3461","Qualification","22","Right","Right","Left","Yes","0","1","","0","0","3","1","Floor","Neither","0","Robot did NOT attempt to climb","Very zoomy and hard to keep track of","Loss","3"
"2018/04/26 11:17:16 AM AST","234","Qualification","23","Middle","Left","Left","Yes","2","0","","0","0","3","0","Floor","Climb","0","Right side of the bar","Good at maneuvering and fast","Win","5"
"2018/04/26 11:17:28 AM AST","1519","Qualification","23","Right","Left","Left","Yes","0","2","","0","2","4","0","Floor","Climb","0","The middle portion of the bar","","Loss","2"
"2018/04/26 11:17:29 AM AST","857","Qualification","23","Left","Left","Left","Yes","1","0","","0","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Froze stopped movie half way through","Loss","2"
"2018/04/26 11:17:39 AM AST","2337","Qualification","23","Left","Left","Left","Yes","0","2","Attempted three","0","5","2","0","Floor","Climb","0","The middle portion of the bar","","Win","5"
"2018/04/26 11:17:43 AM AST","250","Qualification","23","Right","Left","Left","Yes","0","0","Didn’t move at first. ","2","6","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Very efficient at ez and switch. Some placement into ez problems. ","Loss","2"
"2018/04/26 11:17:51 AM AST","3844","Qualification","23","Right","Left","Left","Yes","0","0","","5","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","It’s collector is two pistons so it could spit it into the ez so it had to turn around and bump it in. Lots of issues.","Win","1"
"2018/04/26 11:23:08 AM AST","5434","Qualification","24","Right","Left","Right","Yes","0","1","","3","0","0","0","Floor","Climb","0","The middle portion of the bar","","Loss","3"
"2018/04/26 11:23:11 AM AST","177","Qualification","24","Left","Left","Right","Yes","1","0","","0","1","5","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 11:23:14 AM AST","3542","Qualification","24","Middle","Left","Left","Yes","2","0","Very efficient ","0","0","4","1","Both","Climb","0","The middle portion of the bar","Pretty stable. Trouble with scale after multiple blocks were placed on it. ","Loss","4"
"2018/04/26 11:23:19 AM AST","2481","Qualification","24","Middle","Left","Right","Yes","0","2","","0","1","4","3","Both","Neither","0","Robot did NOT attempt to climb","Very fast and well controlled arm","Win","5"
"2018/04/26 11:23:23 AM AST","5234","Qualification","25","Right","Left","Right","Yes","0","0","","0","2","3","2","Both","Neither","0","Robot did NOT attempt to climb","Pretty good but too scattered to excel at and any one thing ","Win","3"
"2018/04/26 11:23:49 AM AST","125","Qualification","24","Middle","Left","Right","Yes","2","0","","0","0","5","2","Floor","Attempted Climb","0","The middle portion of the bar","Attempted to climb and lift a robot behind it but the didn’t get on. Pretty accurate with scale- attempted third layer.","Win","4"
"2018/04/26 11:29:42 AM AST","5914","Qualification","25","Middle","Left","Left","Yes","1","0","","0","0","2","0","Floor","Attempted Climb","0","The middle portion of the bar","Kept getting blocked by its own team mates and other alliance","Win","3"
"2018/04/26 11:29:46 AM AST","25","Qualification","3572","Left","Left","Left","Yes","0","1","Very speedy. ","0","2","6","1","Floor","Neither","0","Robot did NOT attempt to climb","Very tippy. Can placing blocks until the end. ","Loss","5"
"2018/04/26 11:29:46 AM AST","1711","Qualification","25","Middle","Left","Left","Yes","1","0","","0","2","3","3","Floor","Climb","0","The middle portion of the bar","","Loss","3"
"2018/04/26 11:29:47 AM AST","6823","Qualification","25","Left","Left","Left","Yes","0","0","","9","1","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","One of the best switch/ez bots before it ran out of cubes and did nothing","Win","4"
"2018/04/26 11:29:48 AM AST","3274","Qualification","25","Right","Left","Left","Yes","0","0","","0","2","5","0","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","3"
"2018/04/26 11:29:50 AM AST","5406","Qualification","25","Right","Left","Left","Yes","0","0","Attempted 2 cube auto","0","0","4","0","Floor","Climb","0","Right side of the bar","Fast and good at putting cubes on scale","Win","4"
"2018/04/26 11:35:06 AM AST","772","Qualification","27","Middle","Right","Right","Yes","1","0","","2","1","0","0","Floor","Climb","0","The middle portion of the bar","","Loss","1"
"2018/04/26 11:35:06 AM AST","977","Qualification","26","Left","Right","Right","Yes","0","0","Just drove. ","0","2","2","0","Floor","Climb","0","The middle portion of the bar","Only used a small part of the bar during the climb. Pretty slow cycle times in the match. ","Loss","3"
"2018/04/26 11:35:07 AM AST","4645","Qualification","26","Right","Right","Right","Yes","0","0","","7","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/26 11:35:09 AM AST","4192","Qualification","26","Right","Right","Right","Yes","1","0","","0","7","0","0","Floor","Climb","0","Right side of the bar","Probably one of the best switch robots. Stole opponents clothesline cubes and put in their switch them moved on to own switch until it ran out of cubes. Lines up to climb super early","Win","5"
"2018/04/26 11:35:27 AM AST","578","Qualification","26","Middle","Right","Right","Yes","0","0","","6","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Really good at getting cubes in ez","Win","3"
"2018/04/26 11:35:37 AM AST","365","Qualification","26","Left","Right","Right","Yes","0","1","","0","1","5","1","Floor","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 11:40:56 AM AST","2451","Qualification","27","Left","Right","Left","Yes","0","0","","3","6","1","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","2"
"2018/04/26 11:41:00 AM AST","3130","Qualification","27","Left","Left","Right","Yes","0","2","Super fast and awesome. ","0","2","3","0","Floor","Climb","0","The middle portion of the bar","Knocked some blocks off. Used only a small portion of the bar to climb. ","Loss","4"
"2018/04/26 11:41:04 AM AST","3504","Qualification","27","Middle","Right","Left","Yes","2","0","","0","0","6","1","Floor","Neither","0","Robot did NOT attempt to climb","Fell over","Loss","5"
"2018/04/26 11:41:12 AM AST","1418","Qualification","27","Right","Right","Left","Yes","0","0","","5","0","0","0","Floor","Climb","0","Right side of the bar","Good at EZ","Win","3"
"2018/04/26 11:41:35 AM AST","176","Qualification","27","Middle","Right","Left","Yes","2","0","","0","0","6","0","Floor","Climb","0","The middle portion of the bar","Lost control of scale then got it back from us. Not SUPER great at second layer but got the job done","Win","4"
"2018/04/26 11:42:09 AM AST","5339","Qualification","27","Right","Right","Left","Yes","1","0","","3","3","0","0","Neither","Neither","0","Robot did NOT attempt to climb","Really bad drive team. Literally can’t aim","Loss","1"
"2018/04/26 11:46:41 AM AST","1625","Qualification","28","Right","Left","Right","Yes","0","1","","4","0","2","0","Floor","Climb","1","The middle portion of the bar","Versatile. Pretty average","Win","3"
"2018/04/26 11:46:44 AM AST","1018","Qualification","28","Left","Left","Right","Yes","1","0","","1","1","3","2","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/26 11:46:46 AM AST","78","Qualification","28","Middle","Left","Right","Yes","1","0","Good pace. ","0","1","4","2","Floor","Climb","0","The middle portion of the bar","Drops cubes when faced with defense. Fast climb only using a portion of the middle. ","Loss","4"
"2018/04/26 11:46:49 AM AST","3535","Qualification","28","Right","Left","Right","Yes","1","0","","3","1","2","0","Floor","Climb","0","The middle portion of the bar","","Loss","4"
"2018/04/26 11:47:04 AM AST","494","Qualification","28","Left","Left","Right","Yes","0","0","","0","0","6","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty zoomy and fast cycle time. Did some blocking too","Win","4"
"2018/04/26 11:47:13 AM AST","111","Qualification","28","Middle","Left","Right","No","0","0","Attempted ez","1","3","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Difficulty collecting without pushing into wall but can collect sideways. Very versatile and not bad at anything. Super accurate with placing third layer on cube","Win","4"
"2018/04/26 11:52:35 AM AST","3461","Qualification","29","Right","Right","Right","Yes","0","0","Lin d up with scale but didn’t drop","0","5","4","0","Floor","Climb","0","The middle portion of the bar","Pretty fast cycle time","Win","4"
"2018/04/26 11:52:37 AM AST","2337","Qualification","29","Right","Left","Right","Yes","0","0","","0","1","3","1","Floor","Climb","0","Right side of the bar","","Loss","2"
"2018/04/26 11:52:38 AM AST","6590","Qualification","29","Right","Right","Right","Yes","1","0","Pretty fast. ","3","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Held two cubes at a time but was not penalized for it. ","Loss","3"
"2018/04/26 11:52:52 AM AST","4917","Qualification","29","Middle","Right","Right","Yes","2","0","Almost got three in auto","3","0","3","0","Floor","Neither","0","Robot did NOT attempt to climb","Not that good","Loss","3"
"2018/04/26 11:53:04 AM AST","5036","Qualification","29","Right","Right","Right","Yes","2","0","","4","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Fed cubes to the scale bots (not super well) but pretty good with ez and switch","Win","3"
"2018/04/26 11:53:05 AM AST","4946","Qualification","29","Left","Right","Right","Yes","0","0","","0","0","3","0","Floor","Attempted Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 11:59:49 AM AST","56","Qualification","30","Middle","Left","Right","Yes","1","0","","1","1","6","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 11:59:50 AM AST","5740","Qualification","30","Left","Right","Right","Yes","0","0","Just moved. ","0","3","0","2","Portal","Platform/Was Lifted","0","Robot did NOT attempt to climb","Doesn’t handle defense very well. Not very accurate bucket style bot. ","Win","2"
"2018/04/26 11:59:53 AM AST","5883","Qualification","30","Right","Left","Right","Yes","0","0","Really slow","1","2","1","0","Floor","Climb","0","The middle portion of the bar","Can do a lot of things fairly well","Loss","4"
"2018/04/26 11:59:56 AM AST","4028","Qualification","30","Left","Left","Right","Yes","0","2","","0","1","2","1","Floor","Climb","0","The middle portion of the bar","Uhmazing","Loss","5"
"2018/04/26 12:00:08 PM AST","2795","Qualification","30","Right","Left","Right","Yes","0","0","Almost got one in scale","2","0","4","1","Floor","Platform/Was Lifted","2","Robot did NOT attempt to climb","Lifted other two robots while it stayed on platform","Win","4"
"2018/04/26 12:00:19 PM AST","157","Qualification","30","Middle","Left","Right","Yes","1","0","","8","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Struggled a little to line up with ez but overall pretty efficient","Loss","2"
"2018/04/26 2:04:13 PM AST","865","Qualification","31","Left","Left","Right","Yes","0","2","","1","0","2","1","Both","Neither","0","Robot did NOT attempt to climb","Bad at controlling ","Win","3"
"2018/04/26 2:05:05 PM AST","2194","Qualification","31","Middle","Right","Left","Yes","2","0","","0","0","4","1","Both","Climb","0","Right side of the bar","Good scale placer really stable","Win","4"
"2018/04/26 2:05:05 PM AST","3695","Qualification","31","Right","Right","Left","Yes","0","0","Attempted switch auto but failed","9","1","0","0","Floor","Climb","0","Left side of the bar","","Win","3"
"2018/04/26 2:05:06 PM AST","2501","Qualification","31","Middle","Right","Left","Yes","1","0","","6","0","1","0","Floor","Climb","0","Left side of the bar","Fast EZ bot","Loss","5"
"2018/04/26 2:05:08 PM AST","5443","Qualification","31","Right","Right","Left","Yes","1","0","Really slow","0","0","0","2","Floor","Neither","0","Robot did NOT attempt to climb","Spent most of the time being shoved around by other robots. Bad driving. Chased cubes. ","Loss","1"
"2018/04/26 2:05:17 PM AST","51","Qualification","31","Left","Right","Left","Yes","0","1","","0","0","5","0","Floor","Climb","0","The middle portion of the bar","Slow lift = slow cycle time. Have no sense of urgency ","Loss","2"
"2018/04/26 2:12:02 PM AST","3117","Qualification","32","Middle","Right","Left","Yes","1","0","","0","0","1","0","Floor","Climb","2","The middle portion of the bar","Really bad / slow at picking up cubes ","Loss","2"
"2018/04/26 2:12:07 PM AST","1391","Qualification","32","Middle","Right","Left","Yes","1","0","","0","3","4","0","Floor","Climb","0","The middle portion of the bar","","Win","5"
"2018/04/26 2:12:08 PM AST","6936","Qualification","32","Left","Right","Left","Yes","0","0","","0","1","2","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Chased around cubes. Very tippy. Very slow lift and inaccurate shooter. ","Loss","1"
"2018/04/26 2:12:11 PM AST","1519","Qualification","32","Right","Right","Left","Yes","1","1","","0","5","2","2","Floor","Neither","0","Robot did NOT attempt to climb","Accuracy is low pick up blocks by picking up by lower hand and lift it so the upper hand can get it.","Win","2"
"2018/04/26 2:12:12 PM AST","6869","Qualification","32","Right","Right","Left","Yes","1","0","","0","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Super slow cycle time. Takes them so many steps to get the cube from the ground to the switch","Loss","1"
"2018/04/26 2:12:44 PM AST","4458","Qualification","32","Left","Right","Left","Yes","0","0","","9","2","0","0","Floor","Climb","0","The middle portion of the bar","Good control","Win","5"
"2018/04/26 2:23:17 PM AST","6947","Qualification","33","Right","Left","Left","Yes","0","0","","4","1","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Slow collector ","Win","3"
"2018/04/26 2:23:19 PM AST","4122","Qualification","33","Middle","Right","Left","Yes","1","0","","5","2","1","0","Floor","Climb","0","Left side of the bar","","Loss","4"
"2018/04/26 2:23:22 PM AST","2834","Qualification","33","Left","Left","Left","Yes","0","1","","0","2","2","0","Floor","Neither","0","Robot did NOT attempt to climb","Speedy before it TIPPED OVER in the first half","Win","3"
"2018/04/26 2:23:24 PM AST","4905","Qualification","33","Left","Left","Left","Yes","0","0","","0","0","6","0","Floor","Attempted Climb","0","The middle portion of the bar","Slow and tippy ","Loss","1"
"2018/04/26 2:23:52 PM AST","3236","Qualification","33","Right","Left","Left","Yes","0","0","","0","3","2","1","Floor","Climb","0","Right side of the bar","Move side to side","Loss","2"
"2018/04/26 2:24:03 PM AST","548","Qualification","33","Middle","Left","Left","No","0","0","","0","4","1","3","Floor","Climb","0","The middle portion of the bar","","Win","2"
"2018/04/26 2:30:14 PM AST","247","Qualification","34","Left","Left","Right","Yes","0","0","","1","2","3","1","Floor","Platform/Was Lifted","0","Other (specify in comments)","Was lifted by a platform robot ","Win","3"
"2018/04/26 2:30:16 PM AST","5406","Qualification","34","Middle","Left","Right","Yes","2","0","Fast auto","0","0","7","1","Floor","Climb","1","The middle portion of the bar","Fast drive ","Loss","4"
"2018/04/26 2:30:16 PM AST","6193","Qualification","34","Right","Left","Right","Yes","0","1","","6","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Really fast","Win","4"
"2018/04/26 2:30:33 PM AST","111","Qualification","34","Left","Left","Right","Yes","0","0","","0","2","4","0","Floor","Platform/Was Lifted","0","Other (specify in comments)","Was lifted","Loss","4"
"2018/04/26 2:30:35 PM AST","3542","Qualification","34","Middle","Left","Right","Yes","1","0","","1","0","6","1","Portal","Climb","1","The middle portion of the bar","Quick and precise scale placer Move not to fast","Win","3"
"2018/04/26 2:30:55 PM AST","5492","Qualification","34","Right","Left","Right","Yes","0","0","Missed scale","6","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Slow. Inefficient. Bad driving. Penalty for controlling multiple cubes. ","Loss","1"
"2018/04/26 2:37:59 PM AST","1711","Qualification","35","Middle","Left","Left","Yes","1","0","","0","0","4","0","Floor","Climb","0","The middle portion of the bar","Tippy; fast climb ","Loss","3"
"2018/04/26 2:38:13 PM AST","4645","Qualification","35","Left","Left","Left","Yes","0","0","","5","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Has a lot of trouble collecting cubes and generally really slow","Loss","1"
"2018/04/26 2:38:27 PM AST","56","Qualification","35","Right","Left","Left","Yes","0","0","","0","2","5","1","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Climb off other robot can expand rlly tall","Win","2"
"2018/04/26 2:38:39 PM AST","3274","Qualification","35","Left","Left","Left","Yes","0","1","","7","0","1","1","Floor","Platform/Was Lifted","0","Other (specify in comments)","Climbed off of other robots. Fast","Win","4"
"2018/04/26 2:38:56 PM AST","1625","Qualification","35","Middle","Left","Left","Yes","2","0","","0","0","2","4","Floor","Climb","2","The middle portion of the bar","Great platform bot; drivers seem to have a hard time putting cubes in scale","Win","3"
"2018/04/26 2:39:11 PM AST","250","Qualification","35","Right","Left","Left","Yes","0","0","","0","3","3","0","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Can only collect cubes if they are against a wall. Slow actuated arm. ","Loss","2"
"2018/04/26 2:44:17 PM AST","578","Qualification","36","Middle","Left","Left","Yes","1","0","Failed second cube","6","2","0","2","Floor","Neither","0","Robot did NOT attempt to climb","Very fast ","Win","5"
"2018/04/26 2:44:30 PM AST","4946","Qualification","36","Right","Left","Left","Yes","0","0","","0","1","3","2","Floor","Attempted Climb","0","The middle portion of the bar","Climbed then fell and couldn’t get back up in time. Pretty speedy. Would recommend","Win","4"
"2018/04/26 2:44:36 PM AST","3130","Qualification","36","Left","Left","Left","Yes","0","3","","0","7","2","1","Both","Climb","0","The middle portion of the bar","Climbed with friend. Sloppy cube placement on scale. ","Win","5"
"2018/04/26 2:44:41 PM AST","3695","Qualification","36","Right","Left","Left","Yes","0","0","","6","1","2","0","Floor","Climb","0","The middle portion of the bar","Focused on ez and switch","Loss","1"
"2018/04/26 2:44:59 PM AST","365","Qualification","36","Middle","Left","Left","Yes","1","0","","2","2","1","1","Floor","Climb","0","The middle portion of the bar","","Loss","2"
"2018/04/26 2:45:33 PM AST","2481","Qualification","36","Left","Left","Left","Yes","0","2","Seemed to have a 3 cube scale auto but only scored 1 cube","0","5","3","2","Both","Neither","0","Robot did NOT attempt to climb","Seemed to have a slight difficult time when scale is tipped high","Loss","3"
"2018/04/26 2:53:06 PM AST","3844","Qualification","37","Right","Right","Left","No","0","0","","3","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Lost communication ","Win","1"
"2018/04/26 2:53:09 PM AST","6823","Qualification","37","Right","Right","Left","No","0","0","No auto","0","0","0","0","Neither","Neither","0","Robot did NOT attempt to climb","Lost connection ","Loss","1"
"2018/04/26 2:53:39 PM AST","1018","Qualification","37","Left","Right","Left","Yes","0","1","","0","5","3","0","Floor","Attempted Climb","0","Other (specify in comments)","Tried to get on a platform bot but tipped over","Win","4"
"2018/04/26 2:53:45 PM AST","125","Qualification","37","Middle","Right","Left","Yes","0","0","Did nothing after cross the line","0","1","3","0","Floor","Climb","0","The middle portion of the bar","Climber has an attach lift behind it but was in successful to lift teammate ","Win","2"
"2018/04/26 2:53:51 PM AST","4458","Qualification","37","Left","Right","Left","Yes","0","0","","3","1","0","2","Both","Climb","0","The middle portion of the bar","Played some defense. Slowish. Dropped two cubes. Solid climb. ","Loss","3"
"2018/04/26 2:54:04 PM AST","4917","Qualification","37","Middle","Right","Left","Yes","2","0","Collects a third cube ","1","0","6","0","Floor","Neither","0","Robot did NOT attempt to climb","REALLY smart driving! Able to get out of tough defensive positions easily ","Loss","4"
"2018/04/26 2:59:11 PM AST","5443","Qualification","38","Left","Right","Left","Yes","0","0","Slow auto ","4","0","0","1","Floor","Climb","0","The middle portion of the bar","Slow collector ","Win","2"
"2018/04/26 2:59:11 PM AST","5740","Qualification","38","Middle","Right","Left","No","0","0","Disconnected","0","0","0","0","Neither","Neither","0","Robot did NOT attempt to climb","Robot was disconnected. ","Win","1"
"2018/04/26 2:59:13 PM AST","78","Qualification","38","Middle","Right","Left","Yes","1","0","","0","0","4","3","Both","Climb","0","The middle portion of the bar","Kept missing scale","Loss","2"
"2018/04/26 2:59:37 PM AST","4122","Qualification","38","Left","Right","Left","Yes","0","0","","2","0","2","3","Floor","Neither","0","Robot did NOT attempt to climb","Lift seems to have a lot of problems because it keeps falling down","Loss","2"
"2018/04/26 2:59:40 PM AST","5339","Qualification","38","Right","Right","Left","Yes","0","0","","5","1","0","0","Floor","Attempted Climb","0","The middle portion of the bar","Really bad climber took long time but still failed","Loss","1"
"2018/04/26 3:00:31 PM AST","1519","Qualification","38","Right","Left","Right","Yes","1","1","Did same side switch AND THEN OTHER SIDE SCALE!!!!","0","0","6","1","Both","Climb","0","Right side of the bar","Can twist around lift. Ok cube placement. Amazing robot","Win","5"
"2018/04/26 3:05:41 PM AST","2194","Qualification","39","Middle","Left","Right","Yes","1","0","","0","1","5","0","Floor","Climb","0","The middle portion of the bar","Stable","Loss","3"
"2018/04/26 3:05:47 PM AST","6947","Qualification","39","Right","Left","Right","Yes","0","0","","6","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Has a little bit of a difficult time grabbing cubes","Loss","3"
"2018/04/26 3:05:50 PM AST","3461","Qualification","39","Right","Left","Right","Yes","0","1","","0","2","4","0","Floor","Climb","0","Right side of the bar","Fast","Win","4"
"2018/04/26 3:05:51 PM AST","772","Qualification","39","Left","Left","Right","Yes","1","0","","0","0","5","3","Both","Neither","0","Other (specify in comments)","Bad at placing cubes. Flimsy lift","Win","2"
"2018/04/26 3:06:02 PM AST","177","Qualification","39","Left","Left","Right","Yes","0","0","","0","1","3","0","Floor","Climb","1","The middle portion of the bar","Good at scale","Loss","1"
"2018/04/26 3:06:18 PM AST","5914","Qualification","39","Middle","Left","Right","Yes","1","0","","9","0","0","0","Floor","Climb","0","The middle portion of the bar","Can fit another robot in the middle bar with it. Really fast with the EZ but had to line up to climb at 45sec?? Seems weird","Win","4"
"2018/04/26 3:13:07 PM AST","6869","Qualification","40","Right","Left","Left","Yes","0","0","","7","0","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 3:13:08 PM AST","2834","Qualification","40","Middle","Left","Left","Yes","2","0","Fast","0","0","3","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Fast","Loss","4"
"2018/04/26 3:13:09 PM AST","176","Qualification","2","Left","Left","Left","Yes","0","1","","0","0","4","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","4"
"2018/04/26 3:13:10 PM AST","234","Qualification","40","Middle","Left","Left","Yes","3","0","","0","1","4","1","Floor","Climb","0","The middle portion of the bar","Played defense a bit which is why it lost its cube","Win","5"
"2018/04/26 3:13:37 PM AST","2791","Qualification","40","Right","Left","Left","Yes","0","1","","0","2","3","1","Floor","Platform/Was Lifted","2","Robot did NOT attempt to climb","Tippy. Played defense at times. Very aggressive driving. Is a platform bot that raises two other robots but stays on the ground itself.","Loss","3"
"2018/04/26 3:13:42 PM AST","247","Qualification","40","Left","Left","Left","Yes","0","1","","4","0","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Generally moderate robot. Nothing special yet did it’s job. Played 1/3 the match as defense. ","Loss","3"
"2018/04/26 3:19:25 PM AST","5036","Qualification","41","Middle","Left","Left","Yes","1","0","","8","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","4"
"2018/04/26 3:19:57 PM AST","51","Qualification","41","Left","Left","Left","Yes","1","0","","3","0","2","1","Floor","Climb","0","The middle portion of the bar"," Bad driver","Win","1"
"2018/04/26 3:19:58 PM AST","5492","Qualification","41","Right","Left","Left","Yes","0","0","","0","0","3","0","Floor","Climb","0","The middle portion of the bar","Was cornered a lot by other robots so shifted to defense. ","Win","4"
"2018/04/26 3:20:05 PM AST","3504","Qualification","41","Left","Left","Left","Yes","0","0","Failed scale auto","0","0","5","2","Floor","Climb","0","Right side of the bar","Wow good","Loss","5"
"2018/04/26 3:20:38 PM AST","3117","Qualification","41","Middle","Left","Left","Yes","1","0","","0","1","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Played defense some. Stopped working at one point. Subpar robot","Loss","2"
"2018/04/26 3:25:17 PM AST","6936","Qualification","42","Right","Right","Left","Yes","0","0","Attempted to put in switch","8","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 3:25:23 PM AST","157","Qualification","42","Middle","Right","Left","Yes","1","0","","9","0","0","3","Floor","Neither","0","Robot did NOT attempt to climb","Bad aim","Loss","4"
"2018/04/26 3:25:24 PM AST","865","Qualification","42","Left","Right","Left","Yes","0","0","Attempted two cube scale","0","1","4","0","Floor","Climb","0","The middle portion of the bar","Really quick and pretty precise at scale","Loss","4"
"2018/04/26 3:25:33 PM AST","2501","Qualification","42","Right","Right","Left","Yes","1","0","","0","0","5","1","Floor","Attempted Climb","0","Left side of the bar","Kinda slow. Not a great robot","Loss","2"
"2018/04/26 3:25:41 PM AST","504","Qualification","42","Middle","Right","Left","Yes","0","0","","0","0","5","0","Floor","Climb","0","Left side of the bar","","Win","4"
"2018/04/26 3:25:43 PM AST","4028","Qualification","42","Left","Right","Left","Yes","0","1","","0","0","4","1","Floor","Climb","0","Right side of the bar","Good scale placer","Win","5"
"2018/04/26 3:32:48 PM AST","1418","Qualification","43","Right","Left","Left","Yes","0","0","","0","1","0","0","Floor","Neither","0","Other (specify in comments)","Rough driving; also robot stopped working in middle of teleop ","Loss","2"
"2018/04/26 3:32:51 PM AST","3536","Qualification","43","Right","Left","Left","Yes","0","1","","0","3","4","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","4"
"2018/04/26 3:32:53 PM AST","1391","Qualification","43","Middle","Left","Left","Yes","1","0","","0","1","4","1","Both","Climb","0","Left side of the bar","","Win","3"
"2018/04/26 3:33:00 PM AST","4198","Qualification","43","Left","Left","Left","Yes","1","0","Pretty speedy some time to spare. ","5","4","0","0","Floor","Climb","0","Right side of the bar","Very good at switch and ez. Very fast cycle time ","Win","4"
"2018/04/26 3:33:06 PM AST","548","Qualification","43","Left","Left","Left","Yes","0","3","Wow","0","4","2","0","Floor","Climb","0","The middle portion of the bar","Fast and efficient. Good at picking up cubes","Loss","5"
"2018/04/26 3:33:08 PM AST","3572","Qualification","43","Middle","Left","Left","Yes","1","0","","5","2","0","0","Floor","Climb","0","Right side of the bar","Couldn’t spit cube into ez had to drop and push it. Better at switch.","Loss","2"
"2018/04/26 3:39:15 PM AST","3535","Qualification","44","Right","Left","Right","Yes","0","0","","0","0","5","1","Floor","Climb","0","The middle portion of the bar","Did not have good grip on cubes ","Loss","2"
"2018/04/26 3:39:16 PM AST","5883","Qualification","44","Right","Left","Right","Yes","0","1","","2","1","2","0","Floor","Attempted Climb","0","Other (specify in comments)","","Win","3"
"2018/04/26 3:39:17 PM AST","6590","Qualification","44","Left","Left","Right","Yes","0","0","","0","3","0","2","Floor","Neither","0","Robot did NOT attempt to climb","Got stuck in another robot at 1 point; has difficulty sucking in cubes","Loss","2"
"2018/04/26 3:39:34 PM AST","5434","Qualification","44","Left","Left","Right","Yes","0","0","Just moved. ","0","1","3","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Had a climbing mechanism but ran out of time. ","Win","3"
"2018/04/26 3:39:35 PM AST","857","Qualification","44","Middle","Left","Right","Yes","0","0","","8","1","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Very good at EZ and moving around other robots ","Loss","5"
"2018/04/26 3:40:22 PM AST","5234","Qualification","44","Middle","Left","Right","Yes","1","0","","7","3","0","0","Floor","Climb","0","The middle portion of the bar","Really accurate got 7 cubes in first minute. GOOD ROBOT","Win","5"
"2018/04/26 3:44:57 PM AST","234","Qualification","45","Middle","Left","Right","Yes","3","0","","2","2","0","0","Floor","Climb","0","The middle portion of the bar","","Win","4"
"2018/04/26 3:45:15 PM AST","494","Qualification","45","Right","Left","Right","Yes","0","1","","0","1","5","0","Both","Climb","0","Left side of the bar","","Win","3"
"2018/04/26 3:45:15 PM AST","2451","Qualification","45","Left","Left","Right","Yes","0","1","Bumped into another robot. ","0","5","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Tried to get on the platform but didn’t quite make it. Shooter style bot","Win","3"
